team,player_name,player_type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,player
MUMBAI INDIANS,Jasprit Bumrah,BOWL,70,8.0,8.0,14.0,7.0,2.67,57.15,5.0,1.0,0.0,0.0,0.0,0.0,70.0,69.0,1509.0,1579.0,89.0,17.74,6.28,16.96,3/7,3/7,0.0,0.0,134.0,31.0,68.0,79.0,16.0,9.71,86.08,24.0,5.0,1.0,0.0,0.0,0.0,134.0,134.0,3077.0,3745.0,165.0,22.7,7.3,18.65,5/10,5/10,2.0,0.0,jasprit bumrah
MUMBAI INDIANS,Trent Boult,BOWL,61,15.0,58.0,64.0,16.0,8.29,90.63,8.0,3.0,2.0,0.0,0.0,0.0,61.0,61.0,1389.0,1779.0,83.0,21.43,7.68,16.73,4/13,4/13,0.0,0.0,108.0,29.0,85.0,81.0,17.0,9.44,104.94,20.0,5.0,3.0,0.0,0.0,0.0,108.0,108.0,2445.0,3399.0,126.0,26.98,8.34,19.4,4/18,4/18,0.0,0.0,trent boult
MUMBAI INDIANS,Suryakumar Yadav,BAT,83,79.0,2598.0,1555.0,117.0,38.21,167.08,11.0,237.0,146.0,21.0,4.0,0.0,83.0,1.0,6.0,5.0,2.0,2.5,5.0,3.0,2/5,2/5,0.0,0.0,155.0,140.0,3793.0,2605.0,103.0,32.7,145.61,24.0,405.0,138.0,25.0,2.0,0.0,155.0,1.0,6.0,8.0,0.0,0.0,8.0,0.0,0/8,0/8,0.0,0.0,suryakumar yadav
MUMBAI INDIANS,Deepak Chahar,BOWL,25,7.0,53.0,28.0,31.0,26.5,189.29,5.0,4.0,4.0,0.0,0.0,0.0,25.0,25.0,540.0,747.0,31.0,24.1,8.3,17.42,6/7,6/7,1.0,0.0,86.0,15.0,108.0,75.0,39.0,13.5,144.0,7.0,4.0,8.0,0.0,0.0,0.0,86.0,86.0,1741.0,2349.0,81.0,29.0,8.1,21.49,4/13,4/13,0.0,0.0,deepak chahar
MUMBAI INDIANS,Karn Sharma,BOWL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,28.0,1.0,28.0,7.0,24.0,1/28,1/28,0.0,0.0,84.0,40.0,351.0,294.0,39.0,13.5,119.39,14.0,20.0,17.0,0.0,0.0,0.0,84.0,82.0,1495.0,2087.0,76.0,27.46,8.38,19.67,4/16,4/16,0.0,0.0,karn sharma
MUMBAI INDIANS,Rohit Sharma,BAT,159,151.0,4231.0,3003.0,121.0,31.34,140.9,16.0,383.0,205.0,32.0,5.0,0.0,159.0,9.0,68.0,113.0,1.0,113.0,9.97,68.0,1/22,1/22,0.0,0.0,261.0,256.0,6666.0,5083.0,109.0,29.37,131.15,29.0,603.0,282.0,43.0,2.0,0.0,261.0,32.0,339.0,453.0,15.0,30.2,8.02,22.6,4/6,4/6,0.0,0.0,rohit sharma
PUNJAB KINGS,Musheer Khan,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,musheer khan
PUNJAB KINGS,Harnoor Singh Pannu,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,harnoor singh pannu
PUNJAB KINGS,Pyla Avinash,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,pyla avinash
PUNJAB KINGS,Suryansh Shedge,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,suryansh shedge
PUNJAB KINGS,Harpreet Brar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,41.0,24.0,233.0,190.0,29.0,21.18,122.64,13.0,19.0,9.0,0.0,0.0,0.0,41.0,39.0,679.0,895.0,25.0,35.8,7.91,27.16,4/30,4/30,0.0,0.0,harpreet brar
PUNJAB KINGS,Priyansh Arya,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,4.0,158.0,75.0,103.0,39.5,210.67,0.0,15.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,priyansh arya
PUNJAB KINGS,Kuldeep Sen,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,241.0,387.0,14.0,27.64,9.63,17.21,4/20,4/20,0.0,0.0,kuldeep sen
PUNJAB KINGS,Marco Jansen,ALL,17,12.0,166.0,111.0,54.0,18.44,149.55,3.0,13.0,11.0,1.0,0.0,0.0,17.0,17.0,373.0,506.0,16.0,31.63,8.14,23.31,3/16,3/16,0.0,0.0,25.0,15.0,103.0,91.0,34.0,12.88,113.19,7.0,7.0,4.0,0.0,0.0,0.0,25.0,25.0,546.0,880.0,23.0,38.26,9.67,23.74,3/25,3/25,0.0,0.0,marco jansen
PUNJAB KINGS,Nehal Wadhera,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,23.0,19.0,464.0,323.0,64.0,27.29,143.66,2.0,39.0,26.0,3.0,0.0,0.0,23.0,1.0,12.0,13.0,0.0,0.0,6.5,0.0,0/13,0/13,0.0,0.0,nehal wadhera
PUNJAB KINGS,Prabhsimran Singh,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,38.0,38.0,847.0,577.0,103.0,22.29,146.8,0.0,90.0,44.0,4.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,prabhsimran singh
PUNJAB KINGS,Aaron Hardie,ALL,13,8.0,128.0,99.0,28.0,21.33,129.3,2.0,15.0,3.0,0.0,0.0,0.0,13.0,10.0,180.0,250.0,10.0,25.0,8.33,18.0,3/21,3/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,aaron hardie
PUNJAB KINGS,Arshdeep Singh,BOWL,63,21.0,71.0,61.0,12.0,8.88,116.4,13.0,6.0,3.0,0.0,0.0,0.0,63.0,63.0,1310.0,1812.0,99.0,18.3,8.3,13.23,4/9,4/9,0.0,0.0,69.0,13.0,30.0,45.0,10.0,5.0,66.67,7.0,4.0,0.0,0.0,0.0,0.0,69.0,69.0,1460.0,2205.0,82.0,26.89,9.06,17.8,5/32,5/32,1.0,0.0,arshdeep singh
PUNJAB KINGS,Azmatullah Omarzai,ALL,47,37.0,474.0,427.0,34.0,14.36,111.01,4.0,30.0,18.0,0.0,0.0,0.0,47.0,42.0,670.0,935.0,31.0,30.16,8.37,21.61,4/9,4/9,0.0,0.0,8.0,5.0,58.0,48.0,17.0,11.6,120.84,0.0,4.0,3.0,0.0,0.0,0.0,8.0,8.0,138.0,215.0,4.0,53.75,9.35,34.5,2/27,2/27,0.0,0.0,azmatullah omarzai
PUNJAB KINGS,Vishnu Vinod,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,6.0,6.0,56.0,57.0,30.0,9.33,98.25,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,vishnu vinod
PUNJAB KINGS,Xavier Bartlett,BOWL,7,2.0,5.0,10.0,5.0,2.5,50.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,142.0,162.0,11.0,14.73,6.85,12.91,3/13,3/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,xavier bartlett
PUNJAB KINGS,Shashank Singh,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,28.0,22.0,529.0,327.0,68.0,44.08,161.78,10.0,41.0,30.0,3.0,0.0,0.0,28.0,3.0,18.0,25.0,1.0,25.0,8.33,18.0,1/5,1/5,0.0,0.0,shashank singh
PUNJAB KINGS,Lockie Ferguson,BOWL,43,15.0,29.0,36.0,14.0,3.63,80.56,7.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,919.0,1087.0,64.0,16.98,7.1,14.36,5/21,5/21,1.0,0.0,48.0,11.0,72.0,47.0,24.0,24.0,153.2,8.0,7.0,2.0,0.0,0.0,0.0,48.0,48.0,1021.0,1529.0,51.0,29.98,8.99,20.02,4/28,4/28,0.0,0.0,lockie ferguson
PUNJAB KINGS,Josh Inglis,WK,29,28.0,706.0,450.0,110.0,30.7,156.89,5.0,67.0,28.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,josh inglis
PUNJAB KINGS,Vyshak Vijaykumar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,12.0,4.0,14.0,12.0,13.0,7.0,116.67,2.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,249.0,423.0,13.0,32.54,10.19,19.15,3/20,3/20,0.0,0.0,vyshak vijaykumar
PUNJAB KINGS,Pravin Dubey,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,2.0,23.0,33.0,16.0,23.0,69.7,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,66.0,91.0,1.0,91.0,8.27,66.0,1/19,1/19,0.0,0.0,pravin dubey
PUNJAB KINGS,Yash Thakur,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,428.0,730.0,25.0,29.2,10.23,17.12,5/30,5/30,1.0,0.0,yash thakur
PUNJAB KINGS,Shreyas Iyer,BAT,51,47.0,1104.0,811.0,74.0,30.67,136.13,11.0,90.0,44.0,8.0,0.0,0.0,51.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0/2,0/2,0.0,0.0,119.0,119.0,3295.0,2537.0,97.0,33.28,129.88,20.0,281.0,127.0,23.0,0.0,0.0,119.0,1.0,6.0,7.0,0.0,0.0,7.0,0.0,0/7,0/7,0.0,0.0,shreyas iyer
PUNJAB KINGS,Marcus Stoinis,ALL,74,61.0,1245.0,838.0,78.0,31.92,148.57,22.0,99.0,63.0,5.0,0.0,0.0,74.0,48.0,750.0,1091.0,45.0,24.24,8.73,16.67,4/23,4/23,0.0,0.0,100.0,91.0,1891.0,1343.0,124.0,27.41,140.81,22.0,151.0,93.0,9.0,1.0,0.0,100.0,66.0,857.0,1378.0,43.0,32.05,9.65,19.93,4/15,4/15,0.0,0.0,marcus stoinis
PUNJAB KINGS,Yuzvendra Chahal,BOWL,80,6.0,6.0,13.0,3.0,3.0,46.16,4.0,0.0,0.0,0.0,0.0,0.0,80.0,79.0,1764.0,2409.0,96.0,25.09,8.19,18.38,6/25,6/25,1.0,0.0,164.0,20.0,37.0,86.0,8.0,5.29,43.03,13.0,0.0,0.0,0.0,0.0,0.0,164.0,163.0,3587.0,4713.0,206.0,22.88,7.88,17.41,5/40,5/40,1.0,0.0,yuzvendra chahal
PUNJAB KINGS,Glenn Maxwell,ALL,116,106.0,2664.0,1719.0,145.0,29.93,154.98,17.0,224.0,137.0,11.0,5.0,0.0,116.0,76.0,985.0,1321.0,43.0,30.72,8.05,22.91,3/10,3/10,0.0,0.0,138.0,132.0,2802.0,1792.0,95.0,24.37,156.37,17.0,235.0,161.0,18.0,0.0,0.0,138.0,83.0,992.0,1368.0,40.0,34.2,8.27,24.8,2/15,2/15,0.0,0.0,glenn maxwell
ROYAL CHALLENGERS BANGALORE,Abhinandan Singh,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,abhinandan singh
ROYAL CHALLENGERS BANGALORE,Swastik Chikara,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,swastik chikara
ROYAL CHALLENGERS BANGALORE,Mohit Rathee,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,29.0,0.0,0.0,14.5,0.0,0/29,0/29,0.0,0.0,mohit rathee
ROYAL CHALLENGERS BANGALORE,Suyash Sharma,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,354.0,508.0,12.0,42.33,8.61,29.5,3/30,3/30,0.0,0.0,suyash sharma
ROYAL CHALLENGERS BANGALORE,Jacob Bethell,BAT,10,9.0,196.0,133.0,62.0,32.67,147.37,3.0,14.0,11.0,2.0,0.0,0.0,10.0,1.0,18.0,28.0,0.0,0.0,9.33,0.0,0/28,0/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,jacob bethell
ROYAL CHALLENGERS BANGALORE,Rasikh Salam,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,13.0,6.0,40.0,40.0,10.0,8.0,100.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0,13.0,231.0,409.0,10.0,40.9,10.62,23.1,3/34,3/34,0.0,0.0,rasikh salam
ROYAL CHALLENGERS BANGALORE,Yash Dayal,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,678.0,1074.0,34.0,31.59,9.5,19.94,3/20,3/20,0.0,0.0,yash dayal
ROYAL CHALLENGERS BANGALORE,Manoj Bhandage,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,manoj bhandage
ROYAL CHALLENGERS BANGALORE,Nuwan Thushara,BOWL,18,7.0,9.0,17.0,6.0,4.5,52.95,5.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,341.0,435.0,26.0,16.73,7.65,13.12,5/20,5/20,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,156.0,257.0,8.0,32.13,9.88,19.5,3/28,3/28,0.0,0.0,nuwan thushara
ROYAL CHALLENGERS BANGALORE,Romario Shepherd,ALL,53,34.0,537.0,386.0,44.0,26.85,139.12,14.0,25.0,39.0,0.0,0.0,0.0,53.0,49.0,944.0,1542.0,56.0,27.54,9.8,16.86,4/31,4/31,0.0,0.0,10.0,9.0,115.0,63.0,39.0,23.0,182.54,4.0,7.0,10.0,0.0,0.0,0.0,10.0,8.0,126.0,257.0,4.0,64.25,12.24,31.5,2/42,2/42,0.0,0.0,romario shepherd
ROYAL CHALLENGERS BANGALORE,Tim David,BAT,54,48.0,1201.0,745.0,92.0,33.36,161.21,12.0,101.0,65.0,6.0,0.0,0.0,54.0,11.0,164.0,255.0,5.0,51.0,9.33,32.8,1/18,1/18,0.0,0.0,43.0,39.0,751.0,434.0,46.0,31.29,173.05,15.0,44.0,55.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,tim david
ROYAL CHALLENGERS BANGALORE,Devdutt Padikkal,BAT,2,2.0,38.0,38.0,29.0,19.0,100.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,69.0,69.0,1638.0,1323.0,101.0,24.45,123.81,2.0,175.0,47.0,9.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,devdutt padikkal
ROYAL CHALLENGERS BANGALORE,Krunal Pandya,ALL,19,10.0,124.0,95.0,26.0,24.8,130.53,5.0,8.0,6.0,0.0,0.0,0.0,19.0,19.0,410.0,554.0,15.0,36.93,8.11,27.33,4/36,4/36,0.0,0.0,132.0,114.0,1670.0,1266.0,86.0,21.41,131.92,36.0,146.0,61.0,1.0,0.0,0.0,132.0,122.0,2212.0,2759.0,83.0,33.24,7.48,26.65,4/45,4/45,0.0,0.0,krunal pandya
ROYAL CHALLENGERS BANGALORE,Rajat Patidar,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,32.0,29.0,985.0,618.0,112.0,35.18,159.39,1.0,68.0,63.0,9.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,rajat patidar
ROYAL CHALLENGERS BANGALORE,Jitesh Sharma,WK,9,7.0,100.0,68.0,35.0,14.29,147.06,0.0,11.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,45.0,40.0,818.0,540.0,49.0,23.37,151.49,5.0,61.0,51.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,jitesh sharma
ROYAL CHALLENGERS BANGALORE,Lungi Ngidi,BOWL,43,13.0,41.0,52.0,13.0,8.2,78.85,8.0,4.0,0.0,0.0,0.0,0.0,43.0,43.0,857.0,1320.0,63.0,20.95,9.24,13.6,5/39,5/39,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,324.0,448.0,25.0,17.92,8.3,12.96,4/10,4/10,0.0,0.0,lungi ngidi
