bowler,team,runs_conceded,balls,wickets,extras,match_id,overs,economy,average
RP Singh,Kochi Tuskers Kerala,365,314,15,34,14,52.3,6.9789674952198855,24.333333333333332
RP Singh,Mumbai Indians,328,260,11,25,11,43.3,7.575057736720555,29.818181818181817
RP Singh,Rising Pune Supergiants,114,76,3,7,4,12.7,8.976377952755906,38.0
RP Singh,Royal Challengers Bangalore,336,251,14,13,11,41.8,8.038277511961724,24.0
RR Bhatkal,Royal Challengers Bangalore,35,12,0,0,1,2.0,17.5,35.0
RR Bose,Kings XI Punjab,24,12,0,0,1,2.0,12.0,24.0
RR Powar,Kings XI Punjab,426,371,13,37,21,61.8,6.893203883495146,32.76923076923077
RR Powar,Kochi Tuskers Kerala,112,72,2,0,5,12.0,9.333333333333334,56.0
RR Raje,Mumbai Indians,214,144,7,14,10,24.0,8.916666666666666,30.571428571428573
RS Bopara,Kings XI Punjab,137,90,5,14,7,15.0,9.133333333333333,27.4
RS Bopara,Sunrisers Hyderabad,164,123,8,11,7,20.5,8.0,20.5
RS Gavaskar,Kolkata Knight Riders,8,6,0,0,1,1.0,8.0,8.0
RS Hangargekar,Chennai Super Kings,60,43,3,7,2,7.2,8.333333333333334,20.0
RV Gomez,Kochi Tuskers Kerala,125,91,5,2,8,15.2,8.223684210526317,25.0
RV Gomez,Pune Warriors,5,6,1,0,1,1.0,5.0,5.0
RV Patel,Delhi Capitals,22,20,0,2,1,3.3,6.666666666666667,22.0
RW Price,Mumbai Indians,33,18,0,0,1,3.0,11.0,33.0
Ramandeep Singh,Kolkata Knight Riders,9,4,0,0,1,0.7,12.857142857142858,9.0
Ramandeep Singh,Mumbai Indians,55,41,6,6,3,6.8,8.088235294117647,9.166666666666666
Rashid Khan,Gujarat Titans,1357,1055,58,29,45,175.8,7.718998862343572,23.396551724137932
Rashid Khan,Sunrisers Hyderabad,1983,1846,99,89,76,307.7,6.444588885277868,20.03030303030303
Rasikh Salam,Delhi Capitals,271,156,9,11,8,26.0,10.423076923076923,30.11111111111111
Rasikh Salam,Kolkata Knight Riders,28,24,0,0,2,4.0,7.0,28.0
Rasikh Salam,Mumbai Indians,42,27,0,3,1,4.5,9.333333333333334,42.0
Rasikh Salam,Royal Challengers Bengaluru,36,20,1,3,1,3.3,10.90909090909091,36.0
Ravi Bishnoi,Kings XI Punjab,381,318,14,19,14,53.0,7.188679245283019,27.214285714285715
Ravi Bishnoi,Lucknow Super Giants,1240,922,41,43,42,153.7,8.067664281067014,30.24390243902439
Ravi Bishnoi,Punjab Kings,240,220,13,15,9,36.7,6.539509536784741,18.46153846153846
S Aravind,Royal Challengers Bangalore,1057,788,48,50,38,131.3,8.050266565118049,22.020833333333332
S Badree,Chennai Super Kings,103,87,2,13,4,14.5,7.103448275862069,51.5
S Badree,Rajasthan Royals,35,25,0,2,1,4.2,8.333333333333332,35.0
S Badree,Royal Challengers Bangalore,191,151,9,5,7,25.2,7.57936507936508,21.22222222222222
S Dhawan,Deccan Chargers,72,49,4,7,6,8.2,8.78048780487805,18.0
S Dube,Chennai Super Kings,54,20,1,6,3,3.3,16.363636363636363,54.0
S Dube,Rajasthan Royals,53,31,0,5,4,5.2,10.192307692307692,53.0
S Dube,Royal Challengers Bangalore,83,66,5,4,7,11.0,7.545454545454546,16.6
S Gopal,Mumbai Indians,222,158,10,2,9,26.3,8.441064638783269,22.2
S Gopal,Rajasthan Royals,1102,824,42,16,41,137.3,8.026219956300071,26.238095238095237
S Gopal,Sunrisers Hyderabad,34,18,1,0,1,3.0,11.333333333333334,34.0
S Joseph,Lucknow Super Giants,51,30,0,14,1,5.0,10.2,51.0
S Kaul,Delhi Daredevils,308,215,7,22,11,35.8,8.603351955307263,44.0
S Kaul,Royal Challengers Bangalore,43,24,0,0,1,4.0,10.75,43.0
S Kaul,Sunrisers Hyderabad,1421,999,56,44,43,166.5,8.534534534534535,25.375
S Kaushik,Gujarat Lions,304,210,6,13,10,35.0,8.685714285714285,50.666666666666664
S Ladda,Delhi Daredevils,144,92,4,3,5,15.3,9.411764705882353,36.0
S Ladda,Gujarat Lions,21,12,0,0,1,2.0,10.5,21.0
S Ladda,Kolkata Knight Riders,60,37,1,1,3,6.2,9.67741935483871,60.0
S Lamichhane,Delhi Capitals,211,138,9,1,6,23.0,9.173913043478262,23.444444444444443
S Lamichhane,Delhi Daredevils,86,73,5,5,3,12.2,7.049180327868853,17.2
S Midhun,Rajasthan Royals,29,13,0,3,1,2.2,13.18181818181818,29.0
S Nadeem,Delhi Daredevils,1494,1229,44,40,59,204.8,7.294921875,33.95454545454545
S Nadeem,Sunrisers Hyderabad,306,215,10,7,11,35.8,8.547486033519554,30.6
S Narwal,Kolkata Knight Riders,17,14,0,2,1,2.3,7.391304347826088,17.0
S Narwal,Rajasthan Royals,186,99,6,6,5,16.5,11.272727272727273,31.0
S Rana,Pune Warriors,2,4,0,0,1,0.7,2.857142857142857,2.0
S Rana,Royal Challengers Bangalore,16,12,0,0,2,2.0,8.0,16.0
S Randiv,Chennai Super Kings,223,180,8,6,8,30.0,7.433333333333334,27.875
S Sandeep Warrier,Gujarat Titans,122,70,6,7,5,11.7,10.427350427350428,20.333333333333332
S Sandeep Warrier,Kolkata Knight Riders,135,106,2,5,5,17.7,7.627118644067797,67.5
S Sreesanth,Kings XI Punjab,838,605,30,72,28,100.8,8.313492063492063,27.933333333333334
S Sreesanth,Kochi Tuskers Kerala,212,206,7,22,9,34.3,6.180758017492712,30.285714285714285
S Sreesanth,Rajasthan Royals,171,136,6,15,7,22.7,7.533039647577093,28.5
S Sriram,Delhi Daredevils,25,6,0,0,1,1.0,25.0,25.0
S Sriram,Royal Challengers Bangalore,24,12,0,0,1,2.0,12.0,24.0
S Tyagi,Chennai Super Kings,304,220,6,20,14,36.7,8.283378746594005,50.666666666666664
S Vidyut,Chennai Super Kings,22,13,1,1,1,2.2,10.0,22.0
SA Abbott,Royal Challengers Bangalore,57,32,0,2,2,5.3,10.754716981132075,57.0
SA Abbott,Sunrisers Hyderabad,47,27,1,3,1,4.5,10.444444444444445,47.0
SA Yadav,Kolkata Knight Riders,8,6,0,0,1,1.0,8.0,8.0
SB Bangar,Deccan Chargers,221,153,6,9,9,25.5,8.666666666666666,36.833333333333336
SB Jakati,Chennai Super Kings,1200,924,48,40,48,154.0,7.792207792207792,25.0
SB Jakati,Gujarat Lions,233,155,2,12,8,25.8,9.031007751937985,116.5
SB Jakati,Royal Challengers Bangalore,41,22,0,0,1,3.7,11.08108108108108,41.0
SB Joshi,Royal Challengers Bangalore,82,55,1,0,4,9.2,8.913043478260871,82.0
SB Styris,Chennai Super Kings,13,6,0,0,1,1.0,13.0,13.0
SB Styris,Deccan Chargers,265,216,9,8,10,36.0,7.361111111111111,29.444444444444443
SB Wagh,Pune Warriors,131,102,4,16,7,17.0,7.705882352941177,32.75
SB Wagh,Rajasthan Royals,16,6,1,0,1,1.0,16.0,16.0
SC Ganguly,Kolkata Knight Riders,273,219,9,8,16,36.5,7.47945205479452,30.333333333333332
SC Ganguly,Pune Warriors,97,61,3,3,4,10.2,9.509803921568627,32.333333333333336
SC Kuggeleijn,Chennai Super Kings,71,50,2,2,2,8.3,8.55421686746988,35.5
SD Chitnis,Mumbai Indians,62,38,2,8,2,6.3,9.841269841269842,31.0
SE Bond,Kolkata Knight Riders,225,191,9,7,8,31.8,7.0754716981132075,25.0
SE Rutherford,Delhi Capitals,60,46,1,6,6,7.7,7.792207792207792,60.0
SH Johnson,Gujarat Titans,155,99,4,7,5,16.5,9.393939393939394,38.75
SH Johnson,Kolkata Knight Riders,32,14,0,1,1,2.3,13.913043478260871,32.0
SJ Srivastava,Kings XI Punjab,444,306,15,35,14,51.0,8.705882352941176,29.6
SK Raina,Chennai Super Kings,953,797,29,40,59,132.8,7.176204819277108,32.86206896551724
SK Raina,Gujarat Lions,186,133,1,3,10,22.2,8.378378378378379,186.0
SK Trivedi,Rajasthan Royals,1944,1557,73,104,75,259.5,7.491329479768786,26.63013698630137
SK Warne,Rajasthan Royals,1465,1223,60,57,54,203.8,7.188420019627085,24.416666666666668
SL Malinga,Mumbai Indians,3486,2974,188,292,122,495.7,7.032479322170668,18.54255319148936
SM Boland,Rising Pune Supergiants,56,43,3,3,2,7.2,7.777777777777778,18.666666666666668
SM Curran,Chennai Super Kings,693,480,24,32,23,80.0,8.6625,28.875
SM Curran,Kings XI Punjab,325,207,11,11,9,34.5,9.420289855072463,29.545454545454547
SM Curran,Punjab Kings,919,553,27,34,27,92.2,9.967462039045554,34.03703703703704
SM Harwood,Rajasthan Royals,74,67,3,13,3,11.2,6.607142857142858,24.666666666666668
SM Pollock,Mumbai Indians,307,280,13,10,13,46.7,6.573875802997859,23.615384615384617
SMSM Senanayake,Kolkata Knight Riders,211,195,9,5,8,32.5,6.492307692307692,23.444444444444443
SN Khan,Kings XI Punjab,6,2,0,0,1,0.3,20.0,6.0
SN Thakur,Chennai Super Kings,1843,1273,63,90,56,212.2,8.685202639019794,29.253968253968253
SN Thakur,Delhi Capitals,485,315,16,42,14,52.5,9.238095238095237,30.3125
SN Thakur,Kings XI Punjab,39,20,1,3,1,3.3,11.818181818181818,39.0
SN Thakur,Kolkata Knight Riders,222,132,7,8,9,22.0,10.090909090909092,31.714285714285715
SN Thakur,Rising Pune Supergiant,319,239,13,18,12,39.8,8.015075376884422,24.53846153846154
SP Narine,Kolkata Knight Riders,4700,4170,201,181,176,695.0,6.762589928057554,23.383084577114428
SPD Smith,Pune Warriors,5,2,0,0,1,0.3,16.666666666666668,5.0
SR Tendulkar,Mumbai Indians,59,37,0,2,4,6.2,9.516129032258064,59.0
SR Watson,Chennai Super Kings,252,176,7,9,11,29.3,8.600682593856655,36.0
SR Watson,Rajasthan Royals,1754,1436,72,130,70,239.3,7.329711659005432,24.36111111111111
SR Watson,Royal Challengers Bangalore,736,525,28,32,24,87.5,8.411428571428571,26.285714285714285
SS Agarwal,Gujarat Lions,42,24,1,0,1,4.0,10.5,42.0
SS Cottrell,Kings XI Punjab,177,131,6,16,6,21.8,8.119266055045872,29.5
SS Iyer,Kolkata Knight Riders,7,6,0,0,1,1.0,7.0,7.0
SS Mundhe,Pune Warriors,6,7,1,1,1,1.2,5.0,6.0
SS Sarkar,Kolkata Knight Riders,34,25,1,0,2,4.2,8.095238095238095,34.0
SSB Magala,Chennai Super Kings,52,37,1,2,2,6.2,8.387096774193548,52.0
ST Jayasuriya,Mumbai Indians,396,301,16,21,21,50.2,7.888446215139441,24.75
STR Binny,Mumbai Indians,9,6,0,0,1,1.0,9.0,9.0
STR Binny,Rajasthan Royals,570,464,23,19,47,77.3,7.373868046571799,24.782608695652176
STR Binny,Royal Challengers Bangalore,184,141,5,3,15,23.5,7.829787234042553,36.8
SW Tait,Rajasthan Royals,668,534,26,111,21,89.0,7.50561797752809,25.692307692307693
SZ Mulani,Mumbai Indians,57,33,0,3,2,5.5,10.363636363636363,57.0
Sachin Baby,Royal Challengers Bangalore,8,10,3,0,2,1.7,4.705882352941177,2.6666666666666665
Sandeep Sharma,Kings XI Punjab,1623,1273,76,84,56,212.2,7.648444863336476,21.355263157894736
Sandeep Sharma,Punjab Kings,156,126,3,10,5,21.0,7.428571428571429,52.0
Sandeep Sharma,Rajasthan Royals,763,550,31,27,23,91.7,8.320610687022901,24.612903225806452
Sandeep Sharma,Sunrisers Hyderabad,1267,1000,44,32,43,166.7,7.600479904019196,28.795454545454547
Shahbaz Ahmed,Royal Challengers Bangalore,573,383,14,17,27,63.8,8.981191222570533,40.92857142857143
Shahbaz Ahmed,Sunrisers Hyderabad,277,166,7,8,15,27.7,10.0,39.57142857142857
Shahid Afridi,Deccan Chargers,237,185,9,17,10,30.8,7.694805194805195,26.333333333333332
Shakib Al Hasan,Kolkata Knight Riders,1311,1104,53,54,50,184.0,7.125,24.735849056603772
Shakib Al Hasan,Sunrisers Hyderabad,553,411,18,8,20,68.5,8.072992700729927,30.72222222222222
Shashank Singh,Punjab Kings,5,6,1,0,1,1.0,5.0,5.0
Shashank Singh,Sunrisers Hyderabad,20,13,0,1,2,2.2,9.09090909090909,20.0
Shivam Mavi,Kolkata Knight Riders,958,687,33,55,32,114.5,8.366812227074236,29.03030303030303
Shivam Sharma,Kings XI Punjab,165,114,4,0,5,19.0,8.68421052631579,41.25
Shoaib Ahmed,Deccan Chargers,154,103,5,3,7,17.2,8.953488372093023,30.8
Shoaib Akhtar,Kolkata Knight Riders,54,46,5,4,3,7.7,7.012987012987013,10.8
Shoaib Malik,Delhi Daredevils,87,58,2,10,5,9.7,8.969072164948454,43.5
Sikandar Raza,Punjab Kings,146,88,3,13,7,14.7,9.931972789115648,48.666666666666664
Simarjeet Singh,Chennai Super Kings,265,193,10,23,10,32.2,8.229813664596273,26.5
Simarjeet Singh,Sunrisers Hyderabad,50,21,2,7,1,3.5,14.285714285714286,25.0
Sohail Tanvir,Rajasthan Royals,275,265,24,29,11,44.2,6.221719457013574,11.458333333333334
Sumit Kumar,Delhi Capitals,38,22,0,2,2,3.7,10.27027027027027,38.0
Sunny Gupta,Delhi Daredevils,47,19,0,2,1,3.2,14.6875,47.0
Suyash Sharma,Kolkata Knight Riders,381,264,11,15,13,44.0,8.659090909090908,34.63636363636363
Suyash Sharma,Royal Challengers Bengaluru,47,25,1,1,1,4.2,11.19047619047619,47.0
Swapnil Singh,Kings XI Punjab,90,61,1,1,5,10.2,8.823529411764707,90.0
Swapnil Singh,Lucknow Super Giants,18,12,0,0,2,2.0,9.0,18.0
Swapnil Singh,Royal Challengers Bengaluru,133,92,6,2,7,15.3,8.69281045751634,22.166666666666668
T Henderson,Rajasthan Royals,41,36,1,1,2,6.0,6.833333333333333,41.0
T Natarajan,Kings XI Punjab,116,82,2,7,6,13.7,8.467153284671534,58.0
T Natarajan,Sunrisers Hyderabad,1885,1319,74,94,55,219.8,8.575978161965423,25.472972972972972
T Shamsi,Rajasthan Royals,34,24,0,0,1,4.0,8.5,34.0
T Shamsi,Royal Challengers Bangalore,151,96,3,4,4,16.0,9.4375,50.333333333333336
T Stubbs,Delhi Capitals,15,13,3,1,2,2.2,6.8181818181818175,5.0
T Stubbs,Mumbai Indians,14,12,1,0,1,2.0,7.0,14.0
T Thushara,Chennai Super Kings,164,144,10,12,6,24.0,6.833333333333333,16.4
TA Boult,Delhi Capitals,163,120,5,7,5,20.0,8.15,32.6
TA Boult,Delhi Daredevils,476,327,20,22,14,54.5,8.73394495412844,23.8
TA Boult,Kolkata Knight Riders,222,148,5,11,6,24.7,8.987854251012147,44.4
TA Boult,Mumbai Indians,909,690,40,24,30,115.0,7.904347826086957,22.725
TA Boult,Rajasthan Royals,1265,955,47,67,41,159.2,7.945979899497488,26.914893617021278
TA Boult,Sunrisers Hyderabad,278,207,11,19,8,34.5,8.057971014492754,25.272727272727273
TG Southee,Chennai Super Kings,167,119,4,6,5,19.8,8.434343434343434,41.75
TG Southee,Kolkata Knight Riders,458,330,23,21,14,55.0,8.327272727272728,19.91304347826087
TG Southee,Mumbai Indians,430,334,12,21,14,55.7,7.719928186714542,35.833333333333336
TG Southee,Rajasthan Royals,333,238,9,20,10,39.7,8.387909319899244,37.0
TG Southee,Royal Challengers Bangalore,386,241,9,24,11,40.2,9.601990049751244,42.888888888888886
TK Curran,Delhi Capitals,104,72,4,4,3,12.0,8.666666666666666,26.0
TK Curran,Kolkata Knight Riders,118,64,6,3,5,10.7,11.02803738317757,19.666666666666668
TK Curran,Rajasthan Royals,210,116,3,9,5,19.3,10.880829015544041,70.0
TL Suman,Deccan Chargers,132,104,6,2,7,17.3,7.630057803468207,22.0
TL Suman,Mumbai Indians,50,36,0,0,3,6.0,8.333333333333334,50.0
TL Suman,Pune Warriors,16,12,1,1,1,2.0,8.0,16.0
TM Dilshan,Delhi Daredevils,172,151,4,1,13,25.2,6.825396825396826,43.0
TM Dilshan,Royal Challengers Bangalore,196,124,1,6,12,20.7,9.468599033816426,196.0
TM Head,Royal Challengers Bangalore,81,48,3,0,5,8.0,10.125,27.0
TM Head,Sunrisers Hyderabad,32,10,0,0,1,1.7,18.823529411764707,32.0
TP Sudhindra,Deccan Chargers,137,74,1,5,3,12.3,11.13821138211382,137.0
TS Mills,Mumbai Indians,192,107,6,8,5,17.8,10.786516853932584,32.0
TS Mills,Royal Challengers Bangalore,157,111,5,13,5,18.5,8.486486486486486,31.4
TU Deshpande,Chennai Super Kings,1082,721,43,82,31,120.2,9.001663893510814,25.162790697674417
TU Deshpande,Delhi Capitals,193,110,3,9,5,18.3,10.546448087431694,64.33333333333333
TU Deshpande,Rajasthan Royals,45,29,3,6,1,4.8,9.375,15.0
Tejas Baroka,Gujarat Lions,33,21,0,0,1,3.5,9.428571428571429,33.0
Tilak Varma,Mumbai Indians,28,23,0,1,4,3.8,7.36842105263158,28.0
UT Yadav,Delhi Daredevils,1356,1017,53,80,46,169.5,8.0,25.58490566037736
UT Yadav,Gujarat Titans,211,129,9,4,7,21.5,9.813953488372093,23.444444444444443
UT Yadav,Kolkata Knight Riders,1990,1429,71,133,67,238.2,8.354324097397146,28.028169014084508
UT Yadav,Royal Challengers Bangalore,885,615,30,40,27,102.5,8.634146341463415,29.5
Umar Gul,Kolkata Knight Riders,198,153,14,32,6,25.5,7.764705882352941,14.142857142857142
Umran Malik,Sunrisers Hyderabad,785,519,31,53,26,86.5,9.07514450867052,25.322580645161292
V Kaverappa,Punjab Kings,36,24,2,0,1,4.0,9.0,18.0
V Kohli,Royal Challengers Bangalore,371,264,5,17,26,44.0,8.431818181818182,74.2
V Pratap Singh,Deccan Chargers,300,211,12,11,9,35.2,8.522727272727272,25.0
V Puthur,Mumbai Indians,32,24,3,0,1,4.0,8.0,10.666666666666666
V Sehwag,Delhi Daredevils,236,138,6,3,15,23.0,10.26086956521739,39.333333333333336
V Shankar,Chennai Super Kings,19,6,0,0,1,1.0,19.0,19.0
V Shankar,Delhi Daredevils,58,34,1,4,4,5.7,10.175438596491228,58.0
V Shankar,Gujarat Titans,15,10,1,1,2,1.7,8.823529411764707,15.0
V Shankar,Sunrisers Hyderabad,252,208,10,16,15,34.7,7.262247838616714,25.2
V Viyaskanth,Sunrisers Hyderabad,90,60,1,4,3,10.0,9.0,90.0
VG Arora,Kolkata Knight Riders,475,327,17,45,16,54.5,8.715596330275229,27.941176470588236
VG Arora,Punjab Kings,165,110,4,4,5,18.3,9.01639344262295,41.25
VR Aaron,Delhi Daredevils,362,269,11,21,11,44.8,8.080357142857144,32.90909090909091
VR Aaron,Gujarat Titans,53,33,2,4,2,5.5,9.636363636363637,26.5
VR Aaron,Kings XI Punjab,170,129,7,16,6,21.5,7.906976744186046,24.285714285714285
VR Aaron,Rajasthan Royals,224,128,4,23,8,21.3,10.516431924882628,56.0
VR Aaron,Royal Challengers Bangalore,718,506,22,62,23,84.3,8.517200474495848,32.63636363636363
VR Iyer,Kolkata Knight Riders,145,84,3,5,9,14.0,10.357142857142858,48.333333333333336
VRV Singh,Kings XI Punjab,549,371,16,18,18,61.8,8.883495145631068,34.3125
VS Malik,Kings XI Punjab,180,132,3,12,9,22.0,8.181818181818182,60.0
VS Malik,Rajasthan Royals,88,80,3,2,4,13.3,6.616541353383458,29.333333333333332
VS Yeligati,Mumbai Indians,61,32,0,8,2,5.3,11.50943396226415,61.0
VY Mahesh,Chennai Super Kings,83,61,3,7,4,10.2,8.137254901960786,27.666666666666668
VY Mahesh,Delhi Daredevils,428,298,19,26,13,49.7,8.611670020120723,22.526315789473685
Vijaykumar Vyshak,Royal Challengers Bangalore,253,153,11,9,7,25.5,9.92156862745098,23.0
Vijaykumar Vyshak,Royal Challengers Bengaluru,143,90,6,4,4,15.0,9.533333333333333,23.833333333333332
Vivrant Sharma,Sunrisers Hyderabad,37,21,0,3,2,3.5,10.571428571428571,37.0
WA Mota,Kings XI Punjab,98,75,4,4,7,12.5,7.84,24.5
WD Parnell,Delhi Daredevils,235,190,7,21,8,31.7,7.413249211356467,33.57142857142857
WD Parnell,Pune Warriors,496,411,24,59,18,68.5,7.240875912408759,20.666666666666668
WD Parnell,Royal Challengers Bangalore,237,157,9,7,7,26.2,9.045801526717558,26.333333333333332
WG Jacks,Mumbai Indians,32,25,1,3,1,4.2,7.619047619047619,32.0
WG Jacks,Royal Challengers Bengaluru,100,55,2,2,5,9.2,10.869565217391305,50.0
WPUJC Vaas,Deccan Chargers,364,288,22,19,13,48.0,7.583333333333333,16.545454545454547
Washington Sundar,Rising Pune Supergiant,189,182,9,6,10,30.3,6.237623762376238,21.0
Washington Sundar,Royal Challengers Bangalore,688,576,20,17,31,96.0,7.166666666666667,34.4
Washington Sundar,Sunrisers Hyderabad,458,306,10,3,17,51.0,8.980392156862745,45.8
Y Gnaneswara Rao,Kochi Tuskers Kerala,7,6,0,0,1,1.0,7.0,7.0
Y Nagar,Delhi Daredevils,125,72,4,8,8,12.0,10.416666666666666,31.25
Y Prithvi Raj,Kolkata Knight Riders,57,33,1,3,2,5.5,10.363636363636363,57.0
Y Venugopal Rao,Deccan Chargers,270,186,7,9,14,31.0,8.709677419354838,38.57142857142857
Y Venugopal Rao,Delhi Daredevils,52,24,0,0,4,4.0,13.0,52.0
Y Venugopal Rao,Sunrisers Hyderabad,16,12,0,0,2,2.0,8.0,16.0
YA Abdulla,Kings XI Punjab,311,222,15,17,11,37.0,8.405405405405405,20.733333333333334
YBK Jaiswal,Rajasthan Royals,6,1,0,0,1,0.2,30.0,6.0
YK Pathan,Kolkata Knight Riders,686,561,22,33,45,93.5,7.336898395721925,31.181818181818183
YK Pathan,Rajasthan Royals,735,605,23,38,35,100.8,7.291666666666667,31.956521739130434
YK Pathan,Sunrisers Hyderabad,22,18,1,0,2,3.0,7.333333333333333,22.0
YS Chahal,Mumbai Indians,35,24,0,1,1,4.0,8.75,35.0
YS Chahal,Rajasthan Royals,1518,1117,70,58,46,186.2,8.152524167561761,21.685714285714287
YS Chahal,Royal Challengers Bangalore,3128,2487,143,144,112,414.5,7.546441495778046,21.874125874125873
Yash Dayal,Gujarat Titans,461,293,15,17,14,48.8,9.446721311475411,30.733333333333334
Yash Dayal,Royal Challengers Bengaluru,497,340,17,38,15,56.7,8.765432098765432,29.235294117647058
Yash Thakur,Lucknow Super Giants,702,432,27,39,19,72.0,9.75,26.0
Yudhvir Singh,Lucknow Super Giants,125,74,4,9,5,12.3,10.16260162601626,31.25
Yuvraj Singh,Delhi Daredevils,75,55,1,4,6,9.2,8.152173913043478,75.0
Yuvraj Singh,Kings XI Punjab,405,329,15,10,27,54.8,7.39051094890511,27.0
Yuvraj Singh,Pune Warriors,345,308,15,3,23,51.3,6.7251461988304095,23.0
Yuvraj Singh,Royal Challengers Bangalore,191,140,6,8,10,23.3,8.197424892703863,31.833333333333332
Yuvraj Singh,Sunrisers Hyderabad,75,50,2,2,7,8.3,9.036144578313252,37.5
Z Khan,Delhi Daredevils,823,672,32,46,30,112.0,7.348214285714286,25.71875
Z Khan,Mumbai Indians,688,565,31,40,26,94.2,7.3036093418259025,22.193548387096776
Z Khan,Royal Challengers Bangalore,1349,1039,56,83,43,173.2,7.788683602771363,24.089285714285715
